frame,NOSE_x,NOSE_y,NOSE_z,NOSE_vis,L_SHOULDER_x,L_SHOULDER_y,L_SHOULDER_z,L_SHOULDER_vis,R_SHOULDER_x,R_SHOULDER_y,R_SHOULDER_z,R_SHOULDER_vis,L_ELBOW_x,L_ELBOW_y,L_ELBOW_z,L_ELBOW_vis,R_ELBOW_x,R_ELBOW_y,R_ELBOW_z,R_ELBOW_vis,L_WRIST_x,L_WRIST_y,L_WRIST_z,L_WRIST_vis,R_WRIST_x,R_WRIST_y,R_WRIST_z,R_WRIST_vis,L_HIP_x,L_HIP_y,L_HIP_z,L_HIP_vis,R_HIP_x,R_HIP_y,R_HIP_z,R_HIP_vis,L_KNEE_x,L_KNEE_y,L_KNEE_z,L_KNEE_vis,R_KNEE_x,R_KNEE_y,R_KNEE_z,R_KNEE_vis,L_ANKLE_x,L_ANKLE_y,L_ANKLE_z,L_ANKLE_vis,R_ANKLE_x,R_ANKLE_y,R_ANKLE_z,R_ANKLE_vis
0,0.47953730821609497,0.1506169140338897,0.4492926597595215,0.9997403025627136,0.30479520559310913,0.2229912877082824,0.6624454259872437,0.9997240900993348,0.3760465979576111,0.2192765027284622,-0.3484735786914825,0.999981164932251,0.2365233302116394,0.4111164510250091,-0.1790423989295959,0.0958897396922111,0.4560800790786743,0.3346878588199615,-0.6903483867645264,0.976579248905182,0.7620302736759186,0.2713322639465332,0.7343546748161316,0.0404996909201145,0.652965635061264,0.2796513438224792,-0.6917809247970581,0.8518596887588501,0.3217846751213074,0.5011926293373108,0.3534684479236603,0.9996193647384644,0.4007915258407593,0.5013062953948975,-0.3544304668903351,0.9997862577438354,0.9133777841925621,0.3187339007854461,0.3278743028640747,0.4271871745586395,0.7555545568466187,0.5924350023269653,-0.2647949755191803,0.8386633396148682,0.4145057797431946,0.8799540400505066,0.0633382573723793,0.5317853689193726,0.734288215637207,0.8009915947914124,-0.193458542227745,0.8186034560203552
1,0.4143352508544922,0.1516874730587005,0.2228974401950836,0.9996882677078248,0.3240479826927185,0.2076171785593032,0.5628299117088318,0.9997215270996094,0.28346097469329834,0.2129731923341751,-0.3856631815433502,0.9999793767929076,0.2365233302116394,0.4111164510250091,-0.1790423989295959,0.0910730510950088,0.4160972237586975,0.3194868564605713,-0.3582848012447357,0.9764208197593688,0.7620302736759186,0.2713322639465332,0.7343546748161316,0.053026657551527,0.5648475289344788,0.2398715913295745,0.1026304960250854,0.8578096032142639,0.3814049959182739,0.4871329665184021,0.2961294949054718,0.9995545744895936,0.321577787399292,0.4956684112548828,-0.2967700958251953,0.9997395277023317,0.9133777841925621,0.3187339007854461,0.3278743028640747,0.4346426129341125,0.3684157729148865,0.6488733291625977,-0.2674344778060913,0.8474535942077637,0.7941336780786515,0.7227925658226013,-0.1814286708831787,0.5268760919570923,0.3635851740837097,0.864094078540802,-0.3284881711006164,0.8250018954277039
2,0.3820345401763916,0.1515637040138244,0.181645005941391,0.999608039855957,0.2795354723930359,0.206423282623291,0.4282609224319458,0.9997007846832277,0.2708451747894287,0.2101019918918609,-0.3647904098033905,0.999970018863678,0.2365233302116394,0.4111164510250091,-0.1790423989295959,0.083823874592781,0.38397157192230225,0.3226207494735718,-0.2630932033061981,0.9594795107841492,0.7620302736759186,0.2713322639465332,0.7343546748161316,0.0564016699790954,0.5182791650295258,0.2446708232164383,0.1965400278568267,0.8364474177360535,0.31253087520599365,0.4883694350719452,0.2570829689502716,0.9994369149208068,0.30145037174224854,0.4940555393695831,-0.2575587928295135,0.9996315836906432,0.9133777841925621,0.3187339007854461,0.3278743028640747,0.4032579064369201,0.32859987020492554,0.6699777841567993,-0.1610070616006851,0.8170658946037292,0.9703992099252025,0.6503708165513769,-0.3456958430738715,0.4899370670318603,0.4023088812828064,0.8921884298324585,-0.1678676456212997,0.8027518391609192
3,0.37351465225219727,0.1510646939277649,0.212946817278862,0.9996275305747986,0.26917004585266113,0.2085981369018554,0.4412981867790222,0.999706208705902,0.27164167165756226,0.2080436795949936,-0.3610610067844391,0.9999669194221495,0.2365233302116394,0.4111164510250091,-0.1790423989295959,0.0784259960055351,0.36376452445983887,0.3221990466117859,-0.308345079421997,0.9548232555389404,0.7620302736759186,0.2713322639465332,0.7343546748161316,0.0737681314349174,0.5066243410110474,0.243956059217453,0.0719863250851631,0.8365089893341064,0.27570366859436035,0.489126592874527,0.2533983886241913,0.9994533658027648,0.3139325976371765,0.4913850426673889,-0.2538624107837677,0.999629557132721,0.9133777841925621,0.3187339007854461,0.3278743028640747,0.3979126811027527,0.45796477794647217,0.6589377522468567,-0.1322502493858337,0.8161949515342712,1.0158812377577355,0.6200459154884954,-0.3808768816637199,0.4871876835823059,0.5228562951087952,0.8460926413536072,-0.1771870255470276,0.8141005635261536
4,0.3415372967720032,0.1694632768630981,-0.2853879332542419,0.9986725449562072,0.3665286898612976,0.2107566893100738,0.5078752636909485,0.998789608478546,0.23310738801956177,0.2095713913440704,-0.5461900234222412,0.9998122453689576,0.2365233302116394,0.4111164510250091,-0.1790423989295959,0.093489870429039,0.4100533723831177,0.2996335029602051,-0.6061589121818542,0.9538938403129578,0.7620302736759186,0.2713322639465332,0.7343546748161316,0.0969411730766296,0.4903472065925598,0.1945341676473617,-0.2132203578948974,0.8423024415969849,0.41492533683776855,0.4660894870758056,0.310445636510849,0.9973216652870178,0.2529035210609436,0.4900941848754883,-0.3110173046588897,0.997834324836731,0.9133777841925621,0.3187339007854461,0.3278743028640747,0.4438921511173248,0.38162386417388916,0.6711592078208923,-0.4057698547840118,0.8270629644393921,1.0031586240511388,0.5891749858856201,-0.238385409116745,0.5189759135246277,0.37450993061065674,0.880416750907898,-0.2302449941635131,0.8208006024360657
5,0.4849964380264282,0.1680017560720443,-0.3323838710784912,0.99476420879364,0.44684600830078125,0.2122168540954589,0.4242676794528961,0.997727632522583,0.23942643404006958,0.2108036577701568,-0.6625624895095825,0.9996931552886964,0.2365233302116394,0.4111164510250091,-0.1790423989295959,0.0991988331079483,0.4920622706413269,0.294229507446289,-0.7040936946868896,0.9514085054397584,0.7620302736759186,0.2713322639465332,0.7343546748161316,0.1122785359621048,0.5636840462684631,0.1841262876987457,-0.3111547529697418,0.8463273048400879,0.5126340687274933,0.45179283618927,0.3448789715766907,0.995569944381714,0.3234906792640686,0.4887633919715881,-0.345449149608612,0.9966968297958374,0.9133777841925621,0.3187339007854461,0.3278743028640747,0.4625506997108459,0.3765968084335327,0.6736759543418884,-0.4624655544757843,0.8392590284347534,1.023449981585145,0.5335694551467896,-0.0154625969007611,0.531575620174408,0.32843083143234253,0.8861444592475891,-0.3128363490104675,0.831744909286499
6,0.5654126107692719,0.172957494854927,-0.2709251046180725,0.9899123311042786,0.44939666986465454,0.2077665776014328,0.4177072942256927,0.9969743490219116,0.29082363843917847,0.2116861939430236,-0.7728214859962463,0.9994261860847472,0.2365233302116394,0.4111164510250091,-0.1790423989295959,0.1069637835025787,0.5477099120616913,0.2955582439899444,-0.7984503507614136,0.9467962980270386,0.7620302736759186,0.2713322639465332,0.7343546748161316,0.1241747662425041,0.6109052002429962,0.1777799278497696,-0.3362801074981689,0.838233232498169,0.5532898008823395,0.438670814037323,0.3742827475070953,0.990793228149414,0.3960254192352295,0.4860932826995849,-0.3748736679553985,0.9924851059913636,0.9133777841925621,0.3187339007854461,0.3278743028640747,0.4872976839542389,0.4547865390777588,0.6748353838920593,-0.5520999431610107,0.853234589099884,1.1571984738111496,0.483836680650711,-0.1039058268070221,0.5558227300643921,0.3759390115737915,0.8911665081977844,-0.4660347402095794,0.8456231355667114
7,0.5547410249710083,0.1714813113212585,-0.4134272038936615,0.9798400402069092,0.479340136051178,0.2059322744607925,0.2799609005451202,0.9953045845031738,0.3089948296546936,0.2135000824928283,-0.8420084714889526,0.999005138874054,0.2365233302116394,0.4111164510250091,-0.1790423989295959,0.1073936223983764,0.5827381610870361,0.2881390452384949,-0.8874636888504028,0.9360795617103576,0.7620302736759186,0.2713322639465332,0.7343546748161316,0.1270312070846557,0.6505147814750671,0.1693082153797149,-0.5113729238510132,0.8192644715309143,0.578510969877243,0.4247001111507416,0.3671736121177673,0.9819000959396362,0.43949633836746216,0.4833433032035827,-0.3679235577583313,0.9861527681350708,0.9133777841925621,0.3187339007854461,0.3278743028640747,0.4863877892494201,0.4985079765319824,0.6711859107017517,-0.5594902634620667,0.8638713955879211,1.2258578389883041,0.4395487010478973,-0.0189037788659334,0.5618036389350891,0.4168838858604431,0.8933987021446228,-0.5557571053504944,0.8552594780921936
8,0.5780082941055298,0.1772743761539459,-0.37862229347229,0.97050678730011,0.5073837339878082,0.2074399143457412,0.2889440953731537,0.9939642548561096,0.30164599418640137,0.2121617347002029,-0.8393121957778931,0.9987239837646484,0.2365233302116394,0.4111164510250091,-0.1790423989295959,0.1067718118429184,0.5665507614612579,0.2915715873241424,-0.9752217531204224,0.926325798034668,0.7620302736759186,0.2713322639465332,0.7343546748161316,0.1286691129207611,0.6364587247371674,0.1731555312871933,-0.7040663361549377,0.8002476692199707,0.604949027299881,0.4214265346527099,0.3631425499916076,0.9765430092811584,0.45414143800735474,0.4799771308898926,-0.363906592130661,0.9823052883148192,0.9133777841925621,0.3187339007854461,0.3278743028640747,0.4786895215511322,0.5214285254478455,0.669827938079834,-0.566670835018158,0.8741607666015625,1.2202680855989456,0.442300409078598,0.3146634697914123,0.5572635531425476,0.4415521025657654,0.8937493562698364,-0.641296923160553,0.8650320768356323
9,0.589378297328949,0.1760041266679763,-0.3284434378147125,0.968717098236084,0.49019885063171387,0.2071962058544159,0.3461091518402099,0.993291437625885,0.33145445585250854,0.2127896100282669,-0.8311190605163574,0.9985173344612122,0.2365233302116394,0.4111164510250091,-0.1790423989295959,0.1019841507077217,0.5833359360694885,0.2969922423362732,-0.8945319652557373,0.9136435985565186,0.7620302736759186,0.2713322639465332,0.7343546748161316,0.1267589330673217,0.6355811357498169,0.1782202124595642,-0.5484530925750732,0.7793763875961304,0.5951395034790039,0.4179595112800598,0.3696489930152893,0.9704496264457704,0.45718681812286377,0.4755691587924957,-0.3703483045101166,0.9781129360198976,0.9133777841925621,0.3187339007854461,0.3278743028640747,0.4656455218791961,0.5290983021259308,0.6675370931625366,-0.6401892900466919,0.8845831155776978,1.205060988664627,0.4273266792297363,0.385291188955307,0.5457293391227722,0.44695574045181274,0.8940916061401367,-0.8914371132850647,0.8750652074813843
