frame,NOSE_x,NOSE_y,NOSE_z,NOSE_vis,L_SHOULDER_x,L_SHOULDER_y,L_SHOULDER_z,L_SHOULDER_vis,R_SHOULDER_x,R_SHOULDER_y,R_SHOULDER_z,R_SHOULDER_vis,L_ELBOW_x,L_ELBOW_y,L_ELBOW_z,L_ELBOW_vis,R_ELBOW_x,R_ELBOW_y,R_ELBOW_z,R_ELBOW_vis,L_WRIST_x,L_WRIST_y,L_WRIST_z,L_WRIST_vis,R_WRIST_x,R_WRIST_y,R_WRIST_z,R_WRIST_vis,L_HIP_x,L_HIP_y,L_HIP_z,L_HIP_vis,R_HIP_x,R_HIP_y,R_HIP_z,R_HIP_vis,L_KNEE_x,L_KNEE_y,L_KNEE_z,L_KNEE_vis,R_KNEE_x,R_KNEE_y,R_KNEE_z,R_KNEE_vis,L_ANKLE_x,L_ANKLE_y,L_ANKLE_z,L_ANKLE_vis,R_ANKLE_x,R_ANKLE_y,R_ANKLE_z,R_ANKLE_vis
0,0.2869272828102112,0.1753685027360916,0.9508326649665833,0.9018102884292603,0.18581494688987732,0.3579868674278259,0.49453040957450867,0.9997354745864868,0.5004081130027771,0.2639710307121277,0.45006269216537476,0.9998623132705688,0.2167060524225235,0.45413365960121155,0.1464170515537262,0.3462759852409363,0.6767169237136841,0.24065998196601868,0.4631095230579376,0.7187003493309021,0.1775391399860382,0.6128308176994324,0.0015288159484043717,0.3702014088630676,0.819080650806427,0.1808783859014511,0.7382737398147583,0.7817170023918152,0.30863508582115173,0.6176566481590271,-0.010836655274033546,0.9998419880867004,0.4601292312145233,0.6243455410003662,0.00932270660996437,0.9998845458030701,0.27412837743759155,0.6784393191337585,-0.009631155990064144,0.504129946231842,0.47545185685157776,0.7995643615722656,0.06919614970684052,0.7381322979927063,0.3717907965183258,0.7743911743164062,-0.7707335352897644,0.6221023201942444,0.42806610465049744,0.8685877919197083,-0.8142167329788208,0.8066720366477966
1,0.32201066613197327,0.19133034348487854,1.4934571981430054,0.9111762642860413,0.21699826419353485,0.3590065538883209,0.7743794918060303,0.9997578263282776,0.6158658862113953,0.26580458879470825,0.7835713624954224,0.999866783618927,0.2167060524225235,0.45413365960121155,0.1464170515537262,0.3130226731300354,0.7488332390785217,0.25820231437683105,0.7480759024620056,0.6508119702339172,0.1775391399860382,0.6128308176994324,0.0015288159484043717,0.333575040102005,0.6034072041511536,0.2146236151456833,1.144505262374878,0.7043690085411072,0.3731805682182312,0.6035446524620056,-0.008911826647818089,0.9998552799224854,0.5809770822525024,0.5790773034095764,0.006901980843394995,0.9998947381973267,0.2976090774673875,0.6728616105852859,2.006561695606633,0.45462849736213684,0.5966700911521912,0.7499107718467712,0.028340771794319153,0.677831768989563,0.4350781738758087,0.8032788038253784,-0.5700340867042542,0.5738460421562195,0.5509597063064575,0.846670925617218,-1.0376349687576294,0.7704284191131592
2,0.3499816060066223,0.19894327223300934,1.7913457155227661,0.9200530052185059,0.23558229207992554,0.351819783449173,0.9317457675933838,0.9997817277908325,0.6638026833534241,0.2628823518753052,1.0071662664413452,0.9998794794082642,0.2167060524225235,0.45413365960121155,0.1464170515537262,0.28434187173843384,0.8118388652801514,0.2659897804260254,0.5583548545837402,0.5931606292724609,0.1775391399860382,0.6128308176994324,0.0015288159484043717,0.30320659279823303,0.6173076629638672,0.22215911746025085,0.6891219019889832,0.6379885077476501,0.4146221876144409,0.575238823890686,-0.03669317439198494,0.9998695850372314,0.6425037384033203,0.5500995516777039,0.0342659130692482,0.9999051690101624,0.34776202948381707,0.6539379537407639,3.186380869122096,0.43865153193473816,0.6599578261375427,0.759188175201416,-0.08628801256418228,0.68009352684021,0.4873247742652893,0.8154793381690979,-0.9996185302734375,0.5557344555854797,0.6179940700531006,0.8412268161773682,-1.4080532789230347,0.7612212896347046
3,0.3608019948005676,0.19865737855434418,1.50540292263031,0.9233112931251526,0.23523925244808197,0.34051379561424255,0.7470953464508057,0.9997948408126831,0.6602175235748291,0.2600943446159363,0.74258953332901,0.9998478889465332,0.2167060524225235,0.45413365960121155,0.1464170515537262,0.25607961416244507,0.7963587045669556,0.2867540419101715,0.6114189028739929,0.5339621305465698,0.1775391399860382,0.6128308176994324,0.0015288159484043717,0.2729707360267639,0.6528261303901672,0.24640922248363495,0.876223087310791,0.5746113061904907,0.4233890175819397,0.5772908329963684,-0.02507704310119152,0.9998794198036194,0.6583502888679504,0.5577555894851685,0.022866660729050636,0.9999125599861145,0.4141640558881212,0.6245687671345566,3.674106409896877,0.3954741954803467,0.6783881783485413,0.7588812708854675,-0.037021204829216,0.6194655299186707,0.4959816634654999,0.8120586276054382,-0.8013024926185608,0.5085693597793579,0.640104353427887,0.8418071866035461,-1.4093916416168213,0.7175584435462952
4,0.3041720688343048,0.23931781947612762,1.57362961769104,0.9298813939094543,0.26176902651786804,0.29146715998649597,0.7763345837593079,0.9998146891593933,0.6518080234527588,0.26708149909973145,0.997977077960968,0.9998586177825928,0.2167060524225235,0.45413365960121155,0.1464170515537262,0.23665578663349152,0.7963587045669556,0.2867540419101715,0.6114189028739929,0.48229023814201355,0.1775391399860382,0.6128308176994324,0.0015288159484043717,0.25723037123680115,0.643689751625061,0.6706291437149048,0.6155310273170471,0.5176903605461121,0.42637011408805847,0.43400582671165466,-0.036400504410266876,0.9998891949653625,0.6568862795829773,0.40169960260391235,0.033564455807209015,0.9999189376831055,0.48639197908154075,0.5876544693010284,3.614018363271528,0.3609372675418854,0.6917917132377625,0.6352291703224182,0.06247086077928543,0.5619745850563049,0.5132071383908707,0.7872793512308237,-0.3973677555883045,0.46488791704177856,0.5990452766418457,0.6961769461631775,-0.6960511803627014,0.6505038142204285
5,0.32527607679367065,0.2959127128124237,1.605029821395874,0.9290437698364258,0.27964550256729126,0.2844593822956085,0.8495535254478455,0.9998316168785095,0.6330509185791016,0.2706652879714966,0.9445974826812744,0.9998632669448853,0.2167060524225235,0.45413365960121155,0.1464170515537262,0.2159394472837448,0.7963587045669556,0.2867540419101715,0.6114189028739929,0.4350323975086212,0.1775391399860382,0.6128308176994324,0.0015288159484043717,0.24803435802459717,0.643689751625061,0.6706291437149048,0.6155310273170471,0.4681968688964844,0.43103650212287903,0.3785017728805542,0.005125502590090036,0.9998977184295654,0.6470674872398376,0.3447658121585846,-0.007587834261357784,0.999924898147583,0.5540226214653166,0.5460954787745437,3.1503967745865986,0.33505913615226746,0.7200682163238525,0.6334523558616638,0.036973148584365845,0.5312060713768005,0.5316159825646,0.770178088539228,-0.03543284326576021,0.43632104992866516,0.598111629486084,0.738222599029541,-0.43704667687416077,0.6065673828125
6,0.2525699734687805,0.27112290263175964,1.6696027517318726,0.9319291710853577,0.2520993947982788,0.23036526143550873,1.0500593185424805,0.9998341798782349,0.48565948009490967,0.24190981686115265,1.1058107614517212,0.9998582601547241,0.2167060524225235,0.45413365960121155,0.1464170515537262,0.20306070148944855,0.7963587045669556,0.2867540419101715,0.6114189028739929,0.4013211131095886,0.1775391399860382,0.6128308176994324,0.0015288159484043717,0.24108807742595673,0.643689751625061,0.6706291437149048,0.6155310273170471,0.43492671847343445,0.3983413577079773,0.333663672208786,0.009055040776729584,0.9999059438705444,0.578546941280365,0.3214794397354126,-0.011200591921806335,0.9999303817749023,0.6066328054406898,0.5027922140894672,2.4275216891826426,0.39389583468437195,0.8126401901245117,0.5262321829795837,-0.06060319021344185,0.5731261968612671,0.5222975605298436,0.7995180038747326,0.19549166601863432,0.48335322737693787,0.549199640750885,0.5319089293479919,-0.1761523336172104,0.6161578297615051
7,0.23700816929340363,0.2529553472995758,1.1176987886428833,0.887298583984375,0.2569970488548279,0.2242928296327591,0.7386689186096191,0.9993747472763062,0.4756448566913605,0.24328143894672394,0.7627027630805969,0.9993823766708374,0.2167060524225235,0.45413365960121155,0.1464170515537262,0.20166803896427155,0.7963587045669556,0.2867540419101715,0.6114189028739929,0.38153883814811707,0.1775391399860382,0.6128308176994324,0.0015288159484043717,0.23640546202659607,0.643689751625061,0.6706291437149048,0.6155310273170471,0.4160705804824829,0.41534918546676636,0.3464444875717163,-0.020576557144522667,0.9998524188995361,0.5601259469985962,0.3304539620876312,0.01846984587609768,0.9998762011528015,0.6337993534089011,0.46064509378016316,1.589673152400211,0.45005854964256287,0.7225182056427002,0.49874958395957947,0.07614102959632874,0.6111655831336975,0.4563412368297577,0.9140622615814209,0.2063951939344406,0.5320993065834045,0.508794367313385,0.5446059703826904,0.23878775537014008,0.6450074911117554
8,0.24198679625988007,0.255001962184906,0.4072723090648651,0.8067115545272827,0.2952488958835602,0.2259819358587265,0.1710723638534546,0.9979941248893738,0.4416753053665161,0.2473374903202057,0.3726010322570801,0.9974555969238281,0.2167060524225235,0.45413365960121155,0.1464170515537262,0.18804244697093964,0.7963587045669556,0.2867540419101715,0.6114189028739929,0.35110753774642944,0.1775391399860382,0.6128308176994324,0.0015288159484043717,0.21921688318252563,0.643689751625061,0.6706291437149048,0.6155310273170471,0.38236671686172485,0.4094866216182709,0.34600841999053955,-0.04628598690032959,0.9998374581336975,0.5225269198417664,0.3445310592651367,0.04383358731865883,0.9998551607131958,0.6250990877711918,0.42255453638099616,0.781131209579855,0.4879169464111328,0.6739135980606079,0.49427172541618347,0.5977920293807983,0.6053252220153809,0.4450831711292267,0.9104109406471252,0.1434331238269806,0.5740407109260559,0.7994760274887085,0.5046926736831665,1.034311294555664,0.6461586952209473
9,0.20449385046958923,0.18163271248340607,0.6151298880577087,0.8250405788421631,0.30470791459083557,0.17680467665195465,0.15863917768001556,0.9981831312179565,0.28994256258010864,0.2205326408147812,0.6703316569328308,0.9977015256881714,0.2167060524225235,0.45413365960121155,0.1464170515537262,0.24409006536006927,0.7963587045669556,0.2867540419101715,0.6114189028739929,0.3309691250324249,0.1775391399860382,0.6128308176994324,0.0015288159484043717,0.26782873272895813,0.643689751625061,0.6706291437149048,0.6155310273170471,0.372734010219574,0.3433830142021179,0.296461820602417,-0.05017906054854393,0.9998520016670227,0.36698073148727417,0.3369505703449249,0.048104412853717804,0.9998689889907837,0.5701088309288025,0.39142096042633057,0.14617590606212616,0.5361816883087158,0.5085363388061523,0.5646232962608337,0.14915284514427185,0.6442986726760864,0.7807607650756836,0.27251240611076355,0.3715417981147766,0.6126455664634705,0.4670906960964203,0.8004859089851379,0.10462252795696259,0.6811673045158386
